entrez,rna_control,rna_case,rna_control_cpm,clip_cpm,clip_enrichment,expr_change,symbol
54806,3.7660353104093,1.94060472210167,22.665803498837654,0,-4.564732000023416,-0.6966767708467577,AHI1
54807,3.51751368187989,3.19513048032375,21.1700813578664,0,-4.470542159381036,-0.10681328726180998,ZNF586
54808,5.96093945770436,9.86481027113249,35.87578747425789,0,-5.204601953010592,0.6423090490155625,DYM
5481,10.0278154699108,13.0827283007938,60.35219434490655,66.86147836209108,0.14547791473138508,0.3527798280484235,PPID
54811,0.641084452990473,1.29749625682242,3.8583531592173683,0,-2.2804673649291067,0.48541302672000763,ZNF562
54812,4.41218663929635,3.85466307783022,26.554651542982782,32.88269427643824,0.2982527162127305,-0.15684041798007778,AFTPH
54813,2.86984147919275,3.8807949036418,17.2720799670694,0,-4.191568964615051,0.3348416590962681,KLHL28
54814,3.16379081253338,3.21266306534509,19.041207784245636,0,-4.324897550118874,0.016834941818586153,QPCTL
54815,28.4045092071301,29.7299536852748,170.95193515319565,74.53410702659333,-1.1868052141087493,0.06360818200153139,GATAD2A
54816,0.572668106454951,0.625292026266943,3.4465908312337814,0,-2.1526996561154133,0.04748472071528878,ZNF280D
54819,7.58161920732292,6.7836551496214,45.62981411279394,0,-5.543180773351683,-0.14080209195918472,ZCCHC10
54820,4.94809273592078,7.2661157787638,29.7799909991331,0,-4.943920904672136,0.47478243042793283,NDE1
54821,8.46263547588171,12.2350614245163,50.932191806183766,0,-5.698557210765262,0.48405093513996966,ERCC6L
